Name,Phone,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
Al Arsh Althahabi Building Contracting LLC,+971 58 595 6883,Business Bay - Dubai - United Arab Emirates,http://www.alarshllc.com/,Construction company,,5,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Eureka Contracting LLC - Best Construction Company in Dubai,+971 58 688 0572,"Tower II 1102, Sobha Ivory 1 - Marasi Dr - Business Bay - Dubai - United Arab Emirates",https://contractingcompany.ae/,Construction company,,3.8,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
CBMEC (Middle East) Contracting LLC,+971 4 557 7910,3303 The Prism Tower - Business Bay - Dubai - United Arab Emirates,http://www.sinomaee.com/,Steel construction company,,5,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Asha Contractor LLC,+971 4 570 7143,The Binary by OMNIYAT - Office 512 - Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://www.ashacontractor.com/,Construction company,,4.4,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
RP Group Corporate Office,+971 4 438 9580,"W505, Al Sahaa Offices, Lobby C, Level 5,, Dowtown Burj Khalifa, Dubai - Dubai - United Arab Emirates",http://www.rpgroup.ae/,Construction company,,4.5,MEDIUM,55,,,,construction companies Business Bay Dubai
Dhabi Contracting Est.- Dubai Office,+971 4 458 0092,Al Asayel St - Business Bay - Dubai - United Arab Emirates,http://www.dhabicontracting.com/,Construction company,,3.8,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
RGCC BUILDING CONTRACTING L.L.C,+971 55 279 2403,Aspect Tower - Office Suite# 1005 - Business Bay - Dubai - United Arab Emirates,https://www.rggroup.ae/rgcc-building-contracting-llc/,Construction company,,5,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Techno Civil Engineering & Contracting,+971 4 244 6292,The exchange Tower - Office No : 305 - Business Bay - Dubai - United Arab Emirates,http://www.technocivil.com/,Construction company,,4.5,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Al Watan Construction Establishment,+971 4 770 4888,Business Bay - Bay Square - Dubai - United Arab Emirates,http://www.alwatan.co.ae/,Construction company,,4.2,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
City Creek Construction LLC,+971 4 438 6096,"Office 2302, Ontario Tower - Level 17 Al Amal St - Business Bay - Dubai - United Arab Emirates",http://ccc-uae.com/,Contractor,,4.3,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Al Shamandi Construction Head Office,+971 4 263 8971,Office no. 3106 Al Manara Tower - Dubai - United Arab Emirates,http://www.alshamandigroup.com/,Construction company,,3.7,MEDIUM,55,,,,construction companies Business Bay Dubai
Evan Lim - Penta Construction Co. LLC,+971 4 422 7153,Business Bay - Dubai - United Arab Emirates,https://www.evanlimpenta.com/,Construction company,,4.3,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Gulf Asia Contracting LLC,+971 4 427 4449,"Near Palace Hotel, Souk Al Bahar - Downtown Burj Khalifa - Office Block C, 401B - Al Sah - Dubai - United Arab Emirates",https://www.gactme.com/,Construction company,,4.3,MEDIUM,55,,,,construction companies Business Bay Dubai
H & I Contracting,+971 50 600 4080,Bay View Tower - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=H%20%26%20I%20Contracting&query_place_id=ChIJK3YzetlpXz4RPoAySSK_6S8,Construction company,,5,MEDIUM,55,TARGET_LOCATION,,,construction companies Business Bay Dubai
Vista Star Construction Co. LLC,+971 4 454 3006,International Business Tower - Al Amal Street - Office 910 - Dubai - United Arab Emirates,http://www.vista.ae/,Construction company,,3,MEDIUM,55,,,,construction companies Business Bay Dubai
Onyx General Contracting LLC | Best Construction Company in Dubai | Civil Contractors,+971 4 266 9095,"Emarat Atrium Building - Office 431, Block B - Sheikh Zayed Rd - Al Wasl - Dubai - United Arab Emirates",https://onyxgc.ae/,Construction company,,4.8,MEDIUM,55,,,,construction companies Business Bay Dubai
RAD International Road Construction LLC,+971 4 454 1491,The Regal Tower - Office # 2209 - Business Bay - Dubai - United Arab Emirates,http://www.rad.ae/,Road construction company,,4.4,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Ginco General Contracting LLC,+971 4 320 6777,Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://ginco.ae/,Contractor,,3.8,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Zabeel Contracting Co LLC,+971 4 335 3750,The Metropolis Tower - Business Bay - Dubai - United Arab Emirates,http://www.zabcon.com/,Construction company,,4.4,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
FSIME Construction LLC,+971 4 558 5075,Clover Bay Tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates,http://www.fsime.com/,Construction company,,4.5,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Al Ghaith Building Construction LLC,+971 4 396 5554,Office No.710 Burlington Tower - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Al%20Ghaith%20Building%20Construction%20LLC&query_place_id=ChIJY7HfYS9DXz4R0sF6huojGc0,Construction company,,3.9,MEDIUM,55,TARGET_LOCATION,,,construction companies Business Bay Dubai
J&D Gulf Contracting LLC,+971 4 334 2121,Court Tower Building - Office 705 - Business Bay - Dubai - United Arab Emirates,http://jdint.com/,Construction company,,4.3,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
KPS,+971 4 423 8100,DAMAC Business Tower - Level 12A - Dubai - United Arab Emirates,http://www.kpsworld.com/,Interior construction contractor,,4.5,MEDIUM,55,,,,construction companies Business Bay Dubai
Ashiyana Contracting LLC,+971 4 450 8886,Burlington tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates,http://www.ashiyanagroup.com/,Contractor,,4.2,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
AMEC - Al Milad Engineering Construction,+971 4 360 7778,شارع الخليج التجاري - برج اونتاريو - الدور الرابع - مكتب 402 - Dubai - United Arab Emirates,http://amecdxb.com/,Construction company,,3.9,MEDIUM,55,,,,construction companies Business Bay Dubai
STRONG WALLS CONSTRUCTION L.L.C,+971 4 566 1222,"TOWER, Iris Bay - Business Bay - Dubai - United Arab Emirates",https://strongwalls.ae/,Construction company,,4.1,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
VSB International Contracting LLC,+971 4 557 6791,"AWS, Office Tower - Office 121 - Business Bay - Dubai - United Arab Emirates",https://vsbigroup.com/,Contractor,,4.6,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
SYED Contracting LLC - Head Office,+971 4 267 7657,Westburry Office tower marasi dr 3rd floor #305 & #306 - Dubai - United Arab Emirates,https://syedcontracting.com/,Construction company,,4,MEDIUM,55,,,,construction companies Business Bay Dubai
OST Constructional Projects LLC,+971 4 457 1112,Clover Bay Tower - Office#1811 - 6a Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://www.ostdubai.com/,Construction company,,4.2,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
"Ssangyong Engineering & Construction Co., Ltd.",+971 4 359 1931,"Bldg, One by Omniyat - Office No. 1001 - Business Bay - Dubai - United Arab Emirates",http://www.ssyenc.com/,Construction company,,4.1,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
RAQ,+971 4 244 3366,Fifty One Tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates,http://www.raqcontracting.com/,Construction company,,3.9,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
(CRC Dubai) ENGINEERING CONSTRUCTION & RECONSTRUCTION CO L.L.C,+971 4 435 6000,"Westberry Business Tower, 22nd Floor - Marasi Dr - Business Bay - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=(CRC%20Dubai)%20ENGINEERING%20CONSTRUCTION%20%26%20RECONSTRUCTION%20CO%20L.L.C&query_place_id=ChIJjV5yQm5rXz4RVlmdHJ76QyA,General contractor,,3.7,MEDIUM,55,TARGET_LOCATION,,,construction companies Business Bay Dubai
Al Tayer Stocks LLC,+971 4 503 4888,U Bora Towers - Business Bay - Dubai - United Arab Emirates,http://www.altayerstocks.com/,Construction company,,4.4,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Sky Crest Building Contracting LLC,+971 4 558 7491,Grosvenor Business Bay Tower - 20th Floor - Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://www.skycrest.ae/,Construction company,,4.7,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Aztec Middle East Contracting LLC,+971 4 393 3055,Aspect Tower - 2503 - Al Mustaqbal St - Business Bay - Dubai - United Arab Emirates,https://aztecme.com/,Construction company,,3.8,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
AKAD Construction LLC,+971 4 243 8666,Iris Bay - Business Bay - Dubai - United Arab Emirates,https://www.akad.ae/,Construction company,,4.4,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Hyundai Engineering & Construction Co Limited (Dubai branch),+971 4 325 5508,Opal Tower - 1409 - Business Bay - Dubai - United Arab Emirates,http://en.hdec.kr/,Construction company,,4.4,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Design Hub Building Contracting LLC,+971 50 456 2589,Al - Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Design%20Hub%20Building%20Contracting%20LLC&query_place_id=ChIJ-8HRXIlpXz4RV_lxCwn2-gs,Construction company,,5,MEDIUM,55,TARGET_LOCATION,,,construction companies Business Bay Dubai
City Diamond Contracting LLC,+971 4 338 8557,Single Business Tower - 37th Floor - Business Bay - Dubai - United Arab Emirates,https://www.citydiamondcontracting.com/,General contractor,,4.3,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Shine Square Building Contracting LLC,+971 4 244 1400,Sultan Business Centre - G11 - Oud Metha - Dubai - United Arab Emirates,http://www.shinesquarebuilders.com/,Construction company,,4.9,MEDIUM,55,,,,construction companies Business Bay Dubai
Socotec International - Dubai Branch,+971 4 558 6124,Sobha Sapphire Office 1010 - Business Bay - Dubai - United Arab Emirates,http://www.socotec-middleeast.com/,Construction company,,4.9,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
BASE GENERAL CONTRACTING COMPANY LLC,+971 4 227 2268,Sobha Ivory 1 - OFFICE NO. 1201& 1202 - Business Bay - Dubai - United Arab Emirates,http://www.basegc.com/,Construction company,,4.7,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
"Abrar Infra Building Contracting LLC Company in Dubai, UAE",+971 4 552 7786,Silver Tower - 26th Floor - Business Bay - Dubai - United Arab Emirates,https://abrarme.com/uae/?utm_source=Google&utm_medium=GMB,Construction company,,4.8,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Emirates Pearl CCS Construction,+971 4 244 9596,Oxford Tower - office # 705 Al Khaleej Al Tejari 2 St - Business Bay - Dubai - United Arab Emirates,http://www.emiratespearl.co/,Construction company,,4.8,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
KTC International Co,+971 4 587 6599,International Business Tower - Al Amal St - Business Bay - Dubai - United Arab Emirates,https://ktcco.net/,Construction company,,4.1,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Nael Construction and Contracting L L C,+971 4 394 1953,"Office No. 206, Floor No. 2, Bay Square - building 06 Marasi Drive Street - Business Bay - Dubai - United Arab Emirates",https://nbhh.ae/group-divisions/nael-construction-contracting/,Construction company,,4.7,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
High Beam Contracting ( HBC ),+971 4 514 9348,International Business Tower - 905 Al Amal St - Business Bay - Dubai - United Arab Emirates,http://www.highbeamcontracting.ae/,Construction company,,4.9,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Wade Adams Contracting LLC,+971 4 453 5000,Vision Tower - Al A'amal St - Business Bay - Dubai - United Arab Emirates,https://www.wadeadams.com/,Contractor,,4.2,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
ASGC Dubai,+971 4 425 8000,5th Floor، Building 13 - Marasi Dr - Business Bay - Bay Square - Dubai - United Arab Emirates,http://www.asgcgroup.com/,Construction company,,4.3,HIGH,70,TARGET_LOCATION,,,construction companies Business Bay Dubai
Luxedesign Villas,+971 4 352 2142,Cheddar Cheese Tower (O-14 Tower) - 17th Floor - Business Bay - Dubai - United Arab Emirates,https://www.luxedesign.ae/,Construction company,,4.8,HIGH,70,TARGET_LOCATION,,,building contractors Business Bay Dubai
STONE BEAM,+971 55 930 8594,dubai business bay opal tower office 1609 - Dubai - United Arab Emirates,http://www.sbdemolition.ae/,Demolition contractor,,5,HIGH,70,TARGET_LOCATION,,,building contractors Business Bay Dubai
Structure Advanced Building Contracting LLC,+971 4 447 0823,Al Manara Tower - 3106 - Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://sabcuae.com/,Construction company,,5,HIGH,70,TARGET_LOCATION,,,building contractors Business Bay Dubai
Poweron Electromechanical LLC,+971 4 255 2577,Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates,http://poweronuae.com/,Construction company,,4.8,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Specon LLC,+971 4 294 0420,Al QuozAl - شارع الخيل - Al Quoz - Al Quoz Industrial Area 3 - Dubai - United Arab Emirates,http://www.specongroup.com/,Construction company,,4,MEDIUM,55,,,,MEP contractors Business Bay Dubai
AGY Cargo Packaging Services LLC,+971 55 988 2317,Storage No. 58 - Dubai - United Arab Emirates,https://moversagy.com/,Packaging company,,4.8,MEDIUM,55,,,,packaging companies Business Bay Dubai
VYNAR MEP EXPERTISE CONTRACTING,+971 50 743 1063,Building - Al Wasl - Dubai - United Arab Emirates,https://www.vynarmep.ae/,Contractor,,5,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Al Amal packing services L.L.C,+971 55 340 5787,"79b sector, central street - 6th St - Al Quoz - Al Qouz Ind.first - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=Al%20Amal%20packing%20services%20L.L.C&query_place_id=ChIJLzf1N1tpXz4RmVUeO63pyjY,Packaging company,,4.3,LOW,40,,,,packaging companies Business Bay Dubai
Noor Al Baheya Electromechanical Works LLC,+971 4 297 4222,"Office 107, Lulu building, Almuteena Street - Deira - Dubai - United Arab Emirates",https://nooralbaheya.com/,Construction company,,4.8,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Standard Packing Materials Trading Company LLC,+971 4 355 5941,776W+JM9 - Al Souq Al Kabeer - Al Fahidi - Dubai - United Arab Emirates,http://www.stanpack.net/,Packaging supply store,,4.3,MEDIUM,55,,,,packaging companies Business Bay Dubai
Soficom General Trading LLC,+971 4 323 2369,City Bay Business Center - 426 - Hor Al Anz East - Dubai - United Arab Emirates,http://www.soficomgt.com/,Packaging company,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
Al Saadiya Movers & Cargo Packaging L.L.C,+971 56 802 9196,78G4+9MR - Al Murar - Dubai - United Arab Emirates,https://alsaadiyamoverspackagingllc.guru/,Packaging company,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
Print Outs,+971 4 241 7717,"G08, The Binary By Omniyat - Marasi Dr - Business Bay - Dubai - United Arab Emirates",http://www.printouts.ae/,Print shop,,4.7,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
SME Electromechanical LLC,+971 4 513 6662,Clover Bay Tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates,http://www.smeuae.com/,Corporate office,,3.4,HIGH,70,TARGET_LOCATION,,,electromechanical companies Business Bay Dubai
PACK2GO Packers & Movers Dubai,+971 4 323 2125,MAG Logsitics Park، Warehouse S09 - Al Quoz - Al Quoz 4 - Dubai - United Arab Emirates,http://www.pack2go.ae/,Mover,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
LIWA ELECTROMECHANICAL WORKS LLC,+971 4 513 9979,Opal Tower - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=LIWA%20ELECTROMECHANICAL%20WORKS%20LLC&query_place_id=ChIJIbWmkKdpXz4RCBNWVTISjp0,Contractor,,3.6,MEDIUM,55,TARGET_LOCATION,,,electromechanical companies Business Bay Dubai
Alex and Coldwell L.L.C,+971 4 367 2323,International Business Tower - Al Amal St - Business Bay - Dubai - United Arab Emirates,http://www.alexandcoldwell.com/,Contractor,,5,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Electrician Dubai | Nojoom Al Amani Technical Services,+971 50 478 6627,"1914, Binary Tower - 32 Marasi Drive Street - Business Bay - Dubai - United Arab Emirates",https://www.electriciandubai.ae/,Electrician,,4.8,HIGH,70,TARGET_LOCATION,,,electromechanical companies Business Bay Dubai
Hamford electromechanical LLC,+971 58 591 8678,Prime Tower - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Hamford%20electromechanical%20LLC&query_place_id=ChIJ_TFsi0FpXz4R65jvXmB7f1k,HVAC contractor,,5,MEDIUM,55,TARGET_LOCATION,,,electromechanical companies Business Bay Dubai
FAST SERVICE ELECTROMECHANICAL WORKS (L.L.C),+971 4 554 8884,Oxford Tower - Office 901 9th Floor - Business Bay - Dubai - United Arab Emirates,http://www.fastelectro.com/,Construction company,,3.7,HIGH,70,TARGET_LOCATION,,,electromechanical companies Business Bay Dubai
Unitrade FZE,+971 4 431 7350,57P6+XFJ - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Unitrade%20FZE&query_place_id=ChIJp5Sy3NBpXz4RsWGpz2bBbKg,Packaging company,,,MEDIUM,55,TARGET_LOCATION,,,packaging companies Business Bay Dubai
Sigma Electromechanical Trading L.L.C.,+971 4 360 7772,Lake Central Tower - Office 1804 18th Floor - Business Bay - Dubai - United Arab Emirates,http://www.set-me.com/,Corporate office,,4.4,HIGH,70,TARGET_LOCATION,,,electromechanical companies Business Bay Dubai
Dubai Printing Press LLC | Offset- Digital Printing & Packaging Company in Dubai,+971 4 337 0344,68X7+65J - Khalid Bin Al Waleed Rd - Al Karama - Dubai - United Arab Emirates,https://dubaipp.com/,Commercial printer,,4.5,MEDIUM,55,,,,packaging companies Business Bay Dubai
SA Movers and Packers Dubai,+971 52 833 1318,"Aspin Commercial Tower - 704, 7th Floor - 106 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",https://samover.net/,Mover,,4.7,MEDIUM,55,,,,packaging companies Business Bay Dubai
NIVITREX ELECTROMECHANICAL WORKS CO. L.L.C,+971 4 241 8666,Empire Heights - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=NIVITREX%20ELECTROMECHANICAL%20WORKS%20CO.%20L.L.C&query_place_id=ChIJ3zRHUe1cXz4RWZRmDScKXQY,Engineering consultant,,3.8,MEDIUM,55,TARGET_LOCATION,,,electromechanical companies Business Bay Dubai
Prime Pack Manufacturing LLC,+971 50 494 4153,Umm Ramool - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Prime%20Pack%20Manufacturing%20LLC&query_place_id=ChIJefEOh3ddXz4RxniJF6bowlA,Packaging company,,4.7,LOW,40,,,,packaging companies Business Bay Dubai
Queens Packing & Packaging,+971 4 285 5165,opposite Al Futtaim Bodyshop - Warehouse 1&2 - 11 13th St - Umm Ramool - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Queens%20Packing%20%26%20Packaging&query_place_id=ChIJcUCIkptdXz4RDeU8MTy3e7Q,Packaging supply store,,4.3,LOW,40,,,,packaging companies Business Bay Dubai
Orange Peel Packaging Solutions LLC.,+971 4 568 1859,I-Rise tower 18th floor office No. C-15 - Barsha Heights - Dubai - United Arab Emirates,/url?q=http://www.orangepeelpackaging.com/&opi=79508299&sa=U&ved=0ahUKEwjxpJjVz4qRAxXzkIkEHZxsJ6oQ61gIFCgQ&usg=AOvVaw2qcPnoi4eUfHdOZBsLLJZY,Packaging company,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
Pr packing,+971 4 223 1377,Office 1004 - Marasi Dr - Business Bay - Dubai - United Arab Emirates,http://www.packman.app/,E commerce agency,,2.9,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
Emcore Electromechanical Contracting LLC,+971 4 254 5422,26th St - Al Quoz - Al Quoz Industrial Area 4 - Dubai - United Arab Emirates,http://www.emcoreme.com/,HVAC contractor,,4.3,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Federal Fix Technical Services,+971 54 300 4006,Clover Bay Tower - Office no. 1110 Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://www.federalfix.com/,Repair service,,4.7,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Matrix Prime Contracting LLC,+971 50 457 3226,Churchill Tower - Office No # 3311 - Al Amal St - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Matrix%20Prime%20Contracting%20LLC&query_place_id=ChIJP_ZQTOlpXz4RzzYhTt2cESI,HVAC contractor,,5,MEDIUM,55,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
AREC Engineering Consultant,+971 4 333 8488,BB08 - Office#702 - Business Bay - Bay Square - Dubai - United Arab Emirates,http://www.arec-eng.com/,Engineering consultant,,4.3,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Safa marwa packing & packaging material trading,+971 58 187 8532,12D St - Al Karama - Dubai - United Arab Emirates,http://www.smpackdxbuae.com/,Packaging company,,4.5,MEDIUM,55,,,,packaging companies Business Bay Dubai
Consolidated Proserve Electromechanical Works L.L.C,+971 4 320 0428,Silver Tower - Office 905 Marasi Dr - Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Consolidated%20Proserve%20Electromechanical%20Works%20L.L.C&query_place_id=ChIJa7Q4c3RkXz4RFegua4xxBn8,Contractor,,4.2,MEDIUM,55,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
